,time,load_shortfall_3h
63,2018-01-08 21:00:00,13324.993333333325
64,2018-01-09 00:00:00,11714.655333333332
65,2018-01-09 03:00:00,8074.722666666657
66,2018-01-09 06:00:00,8402.446666666665
67,2018-01-09 09:00:00,13160.591999999991
68,2018-01-09 12:00:00,14213.91200000001
69,2018-01-09 15:00:00,13253.238666666659
70,2018-01-09 18:00:00,13233.690666666662
71,2018-01-09 21:00:00,14229.720000000003
72,2018-01-10 00:00:00,12552.127999999999
73,2018-01-10 03:00:00,9107.195999999996
74,2018-01-10 06:00:00,7829.51466666666
75,2018-01-10 09:00:00,11871.650666666666
76,2018-01-10 12:00:00,11416.72333333333
77,2018-01-10 15:00:00,10190.198666666658
78,2018-01-10 18:00:00,11195.442666666664
79,2018-01-10 21:00:00,10865.581333333328
80,2018-01-11 00:00:00,10731.024000000005
81,2018-01-11 03:00:00,9038.670666666665
82,2018-01-11 06:00:00,8419.28266666666
83,2018-01-11 09:00:00,10685.48266666667
84,2018-01-11 12:00:00,10785.064000000002
85,2018-01-11 15:00:00,10329.999999999996
86,2018-01-11 18:00:00,12544.715333333324
87,2018-01-11 21:00:00,14019.524000000005
88,2018-01-12 00:00:00,13068.343999999992
89,2018-01-12 03:00:00,10519.270666666665
90,2018-01-12 06:00:00,10702.249333333337
91,2018-01-12 09:00:00,13808.553333333333
92,2018-01-12 12:00:00,16105.796000000006
93,2018-01-12 15:00:00,15710.213333333331
94,2018-01-12 18:00:00,16475.68
95,2018-01-12 21:00:00,17045.433333333327
96,2018-01-13 00:00:00,13376.761999999992
97,2018-01-13 03:00:00,6960.45733333334
98,2018-01-13 06:00:00,6503.117333333339
99,2018-01-13 09:00:00,8134.7926666666735
100,2018-01-13 12:00:00,9093.596000000005
101,2018-01-13 15:00:00,10659.006666666672
102,2018-01-13 18:00:00,9776.388666666673
103,2018-01-13 21:00:00,8246.022666666673
104,2018-01-14 00:00:00,9604.785333333331
105,2018-01-14 03:00:00,4302.8673333333345
106,2018-01-14 06:00:00,4083.101333333339
107,2018-01-14 09:00:00,4366.06
108,2018-01-14 12:00:00,5317.736666666665
109,2018-01-14 15:00:00,4420.57866666667
110,2018-01-14 18:00:00,7431.112000000002
111,2018-01-14 21:00:00,7852.750666666675
112,2018-01-15 00:00:00,11399.548000000006
113,2018-01-15 03:00:00,5904.667999999992
114,2018-01-15 06:00:00,6593.477333333329
115,2018-01-15 09:00:00,13054.638000000006
116,2018-01-15 12:00:00,14087.57733333333
117,2018-01-15 15:00:00,12928.122666666668
118,2018-01-15 18:00:00,12194.554
119,2018-01-15 21:00:00,13467.753333333349
120,2018-01-16 00:00:00,12318.669333333337
121,2018-01-16 03:00:00,6632.852000000002
122,2018-01-16 06:00:00,5521.287333333329
123,2018-01-16 09:00:00,12406.014666666659
124,2018-01-16 12:00:00,13361.517333333331
125,2018-01-16 15:00:00,11108.29066666666
126,2018-01-16 18:00:00,12917.787333333328
127,2018-01-16 21:00:00,12332.692666666664
128,2018-01-17 00:00:00,10714.749333333328
129,2018-01-17 03:00:00,4030.034666666666
130,2018-01-17 06:00:00,4345.567999999998
131,2018-01-17 09:00:00,12618.313999999997
132,2018-01-17 12:00:00,12315.82666666666
133,2018-01-17 15:00:00,10993.68399999999
134,2018-01-17 18:00:00,12598.511999999995
135,2018-01-17 21:00:00,14600.256000000001
136,2018-01-18 00:00:00,12991.378666666673
137,2018-01-18 03:00:00,6774.65466666667
138,2018-01-18 06:00:00,5825.953333333334
139,2018-01-18 09:00:00,12798.274666666666
140,2018-01-18 12:00:00,14713.36199999999
141,2018-01-18 15:00:00,14310.368
142,2018-01-18 18:00:00,12992.761333333341
143,2018-01-18 21:00:00,14905.258666666667
144,2018-01-19 00:00:00,12726.670666666667
145,2018-01-19 03:00:00,6907.114666666669
146,2018-01-19 06:00:00,6741.951999999994
147,2018-01-19 09:00:00,13033.733333333328
148,2018-01-19 12:00:00,13408.540666666668
149,2018-01-19 15:00:00,12740.53
150,2018-01-19 18:00:00,12649.71666666667
151,2018-01-19 21:00:00,14610.749333333328
152,2018-01-20 00:00:00,11379.285333333335
153,2018-01-20 03:00:00,5894.282666666667
154,2018-01-20 06:00:00,5920.8919999999935
155,2018-01-20 09:00:00,7494.827333333335
156,2018-01-20 12:00:00,7476.842666666676
157,2018-01-20 15:00:00,7074.1933333333445
158,2018-01-20 18:00:00,7683.778666666669
159,2018-01-20 21:00:00,8834.489333333348
160,2018-01-21 00:00:00,8033.446666666671
161,2018-01-21 03:00:00,4547.624000000001
162,2018-01-21 06:00:00,4113.645333333332
163,2018-01-21 09:00:00,4976.378666666666
164,2018-01-21 12:00:00,5698.7666666666655
165,2018-01-21 15:00:00,5124.486666666665
166,2018-01-21 18:00:00,6523.069333333337
167,2018-01-21 21:00:00,7473.846666666674
168,2018-01-22 00:00:00,12137.576000000005
169,2018-01-22 03:00:00,6658.989333333328
170,2018-01-22 06:00:00,5962.833333333333
171,2018-01-22 09:00:00,12264.58133333332
172,2018-01-22 12:00:00,13548.917333333331
173,2018-01-22 15:00:00,13012.197333333346
174,2018-01-22 18:00:00,13809.391999999996
175,2018-01-22 21:00:00,15835.177333333322
176,2018-01-23 00:00:00,12725.506666666664
177,2018-01-23 03:00:00,6764.273333333333
178,2018-01-23 06:00:00,7646.294666666667
179,2018-01-23 09:00:00,13529.427999999989
180,2018-01-23 12:00:00,14575.040000000003
181,2018-01-23 15:00:00,13482.616666666676
182,2018-01-23 18:00:00,14987.14266666668
183,2018-01-23 21:00:00,16559.660000000003
184,2018-01-24 00:00:00,13133.194666666664
185,2018-01-24 03:00:00,8095.6133333333255
186,2018-01-24 06:00:00,6913.543999999993
187,2018-01-24 09:00:00,13940.887333333332
188,2018-01-24 12:00:00,14463.106666666663
189,2018-01-24 15:00:00,14630.844666666671
190,2018-01-24 18:00:00,14996.625333333333
191,2018-01-24 21:00:00,16296.342666666656
192,2018-01-25 00:00:00,14567.224000000007
193,2018-01-25 03:00:00,8865.312000000002
194,2018-01-25 06:00:00,8530.533333333338
195,2018-01-25 09:00:00,16599.372
196,2018-01-25 12:00:00,17144.720000000005
197,2018-01-25 15:00:00,17264.457333333317
198,2018-01-25 18:00:00,16079.954
199,2018-01-25 21:00:00,17371.753333333334
200,2018-01-26 00:00:00,9576.84933333333
201,2018-01-26 03:00:00,3504.1853333333324
202,2018-01-26 06:00:00,3975.3186666666634
203,2018-01-26 09:00:00,8856.659999999994
204,2018-01-26 12:00:00,10332.396666666662
205,2018-01-26 15:00:00,7083.519999999991
206,2018-01-26 18:00:00,9746.071999999995
207,2018-01-26 21:00:00,11172.454000000002
208,2018-01-27 00:00:00,8373.52533333335
209,2018-01-27 03:00:00,4558.0693333333365
210,2018-01-27 06:00:00,4808.224000000002
211,2018-01-27 09:00:00,6387.000000000004
212,2018-01-27 12:00:00,6598.565333333339
213,2018-01-27 15:00:00,6069.980000000002
214,2018-01-27 18:00:00,6843.40933333334
215,2018-01-27 21:00:00,9361.524000000001
216,2018-01-28 00:00:00,10952.471999999998
217,2018-01-28 03:00:00,5291.825000000006
218,2018-01-28 06:00:00,3745.0813333333344
219,2018-01-28 09:00:00,5113.206666666666
220,2018-01-28 12:00:00,6566.060000000002
221,2018-01-28 15:00:00,6670.212666666679
222,2018-01-28 18:00:00,6867.277333333341
223,2018-01-28 21:00:00,7433.021333333337
224,2018-01-29 00:00:00,12063.646666666666
225,2018-01-29 03:00:00,7538.321999999999
226,2018-01-29 06:00:00,7618.246666666663
227,2018-01-29 09:00:00,12630.813333333332
228,2018-01-29 12:00:00,14113.657333333336
229,2018-01-29 15:00:00,13877.207333333326
230,2018-01-29 18:00:00,13431.918666666674
231,2018-01-29 21:00:00,15097.045333333335
232,2018-01-30 00:00:00,12040.734666666669
233,2018-01-30 03:00:00,8074.942666666669
234,2018-01-30 06:00:00,7752.326666666662
235,2018-01-30 09:00:00,12950.695333333331
236,2018-01-30 12:00:00,14203.672666666658
237,2018-01-30 15:00:00,14205.131999999998
238,2018-01-30 18:00:00,14809.579999999993
239,2018-01-30 21:00:00,15764.413999999995
240,2018-01-31 00:00:00,13019.554666666678
241,2018-01-31 03:00:00,7961.1506666666655
242,2018-01-31 06:00:00,7251.902666666665
243,2018-01-31 09:00:00,12871.406666666655
244,2018-01-31 12:00:00,15338.229333333324
245,2018-01-31 15:00:00,13712.937999999987
246,2018-01-31 18:00:00,13498.216666666669
247,2018-01-31 21:00:00,14195.50733333334
248,2018-02-01 00:00:00,9614.145333333334
249,2018-02-01 03:00:00,4670.190666666664
250,2018-02-01 06:00:00,3754.5480000000016
251,2018-02-01 09:00:00,6507.176000000002
252,2018-02-01 12:00:00,7040.955333333341
253,2018-02-01 15:00:00,7121.4533333333475
254,2018-02-01 18:00:00,7593.380000000008
255,2018-02-01 21:00:00,7573.34933333333
256,2018-02-02 00:00:00,7463.381333333332
257,2018-02-02 03:00:00,5022.183333333335
258,2018-02-02 06:00:00,3933.8933333333357
259,2018-02-02 09:00:00,6508.470222222224
260,2018-02-02 12:00:00,7198.077333333341
261,2018-02-02 15:00:00,6811.364000000005
262,2018-02-02 18:00:00,6996.683333333344
263,2018-02-02 21:00:00,7826.325333333339
264,2018-02-03 00:00:00,6813.441333333336
265,2018-02-03 03:00:00,4670.818666666668
266,2018-02-03 06:00:00,3979.4493333333303
267,2018-02-03 09:00:00,6749.285333333339
268,2018-02-03 12:00:00,6102.841333333339
269,2018-02-03 15:00:00,4993.554000000005
270,2018-02-03 18:00:00,5378.730000000001
271,2018-02-03 21:00:00,5345.792000000001
272,2018-02-04 00:00:00,6562.000000000002
273,2018-02-04 03:00:00,4593.237333333334
274,2018-02-04 06:00:00,4860.632
275,2018-02-04 09:00:00,6681.267999999999
276,2018-02-04 12:00:00,6675.803999999999
277,2018-02-04 15:00:00,6455.606666666672
278,2018-02-04 18:00:00,5968.005333333336
279,2018-02-04 21:00:00,6373.984666666667
280,2018-02-05 00:00:00,6566.158666666666
281,2018-02-05 03:00:00,4145.264000000001
282,2018-02-05 06:00:00,4321.0653333333275
283,2018-02-05 09:00:00,6431.868000000001
284,2018-02-05 12:00:00,6722.394666666667
285,2018-02-05 15:00:00,6652.956000000003
286,2018-02-05 18:00:00,6710.634666666671
287,2018-02-05 21:00:00,6980.700000000009
288,2018-02-06 00:00:00,9930.782666666664
289,2018-02-06 03:00:00,8680.382666666663
290,2018-02-06 06:00:00,8371.158666666666
291,2018-02-06 09:00:00,10064.14933333333
292,2018-02-06 12:00:00,10612.158666666664
293,2018-02-06 15:00:00,9572.917333333333
294,2018-02-06 18:00:00,10740.270666666653
295,2018-02-06 21:00:00,10476.757333333326
296,2018-02-07 00:00:00,10913.889333333329
297,2018-02-07 03:00:00,9225.595999999994
298,2018-02-07 06:00:00,8663.065333333332
299,2018-02-07 09:00:00,10250.535333333326
300,2018-02-07 12:00:00,11193.764000000006
301,2018-02-07 15:00:00,10698.704666666663
302,2018-02-07 18:00:00,10746.725333333326
303,2018-02-07 21:00:00,11502.543999999998
304,2018-02-08 00:00:00,12703.35333333333
305,2018-02-08 03:00:00,10427.86
306,2018-02-08 06:00:00,10343.878666666667
307,2018-02-08 09:00:00,12655.202
308,2018-02-08 12:00:00,12927.540666666655
309,2018-02-08 15:00:00,13643.068000000005
310,2018-02-08 18:00:00,13155.95866666667
311,2018-02-08 21:00:00,13247.749851851844
312,2018-02-09 00:00:00,12516.179999999998
313,2018-02-09 03:00:00,10407.329333333333
314,2018-02-09 06:00:00,9853.47333333333
315,2018-02-09 09:00:00,12009.81466666667
316,2018-02-09 12:00:00,13421.174666666666
317,2018-02-09 15:00:00,12955.741333333324
318,2018-02-09 18:00:00,13538.257999999998
319,2018-02-09 21:00:00,13680.663999999997
320,2018-02-10 00:00:00,12914.084
321,2018-02-10 03:00:00,10717.782666666672
322,2018-02-10 06:00:00,11354.346666666674
323,2018-02-10 09:00:00,11596.681333333328
324,2018-02-10 12:00:00,11796.231999999995
325,2018-02-10 15:00:00,9786.618666666667
326,2018-02-10 18:00:00,10756.63466666667
327,2018-02-10 21:00:00,11305.266666666668
328,2018-02-11 00:00:00,12362.847999999993
329,2018-02-11 03:00:00,9172.382666666672
330,2018-02-11 06:00:00,9511.246666666677
331,2018-02-11 09:00:00,10295.62266666666
332,2018-02-11 12:00:00,10341.841333333336
333,2018-02-11 15:00:00,8865.085333333336
334,2018-02-11 18:00:00,9359.126666666665
335,2018-02-11 21:00:00,10462.768
336,2018-02-12 00:00:00,11423.516
337,2018-02-12 03:00:00,8377.375333333326
338,2018-02-12 06:00:00,8229.831999999993
339,2018-02-12 09:00:00,12764.159333333337
340,2018-02-12 12:00:00,16080.160666666663
341,2018-02-12 15:00:00,14021.197333333339
342,2018-02-12 18:00:00,15560.03333333334
343,2018-02-12 21:00:00,15282.290666666668
344,2018-02-13 00:00:00,12760.043999999989
345,2018-02-13 03:00:00,5873.233333333329
346,2018-02-13 06:00:00,6715.312000000001
347,2018-02-13 09:00:00,9356.408
348,2018-02-13 12:00:00,7586.798666666665
349,2018-02-13 15:00:00,5058.794666666672
350,2018-02-13 18:00:00,6703.045333333337
351,2018-02-13 21:00:00,6458.947999999999
352,2018-02-14 00:00:00,7143.833333333338
353,2018-02-14 03:00:00,2917.060666666664
354,2018-02-14 06:00:00,2899.415333333334
355,2018-02-14 09:00:00,8309.700000000008
356,2018-02-14 12:00:00,8083.137333333337
357,2018-02-14 15:00:00,9104.25866666667
358,2018-02-14 18:00:00,9899.906000000008
359,2018-02-14 21:00:00,11092.13266666667
360,2018-02-15 00:00:00,10602.215333333339
361,2018-02-15 03:00:00,6587.95733333333
362,2018-02-15 06:00:00,5772.097333333327
363,2018-02-15 09:00:00,11753.989333333337
364,2018-02-15 12:00:00,12703.911999999997
365,2018-02-15 15:00:00,12171.296000000002
366,2018-02-15 18:00:00,12737.058666666662
367,2018-02-15 21:00:00,14878.81733333333
368,2018-02-16 00:00:00,12677.44933333334
369,2018-02-16 03:00:00,6510.594666666662
370,2018-02-16 06:00:00,7058.887333333334
371,2018-02-16 09:00:00,12899.663333333321
372,2018-02-16 12:00:00,12975.329333333339
373,2018-02-16 15:00:00,11804.291333333336
374,2018-02-16 18:00:00,11463.528666666669
375,2018-02-16 21:00:00,11604.413333333334
376,2018-02-17 00:00:00,11395.445333333335
377,2018-02-17 03:00:00,5330.782666666673
378,2018-02-17 06:00:00,5379.164000000004
379,2018-02-17 09:00:00,6744.2066666666715
380,2018-02-17 12:00:00,6472.361333333336
381,2018-02-17 15:00:00,5866.910666666662
382,2018-02-17 18:00:00,6468.519999999993
383,2018-02-17 21:00:00,8830.604666666666
384,2018-02-18 00:00:00,10984.828000000007
385,2018-02-18 03:00:00,5553.309333333344
386,2018-02-18 06:00:00,5505.376666666677
387,2018-02-18 09:00:00,5206.463999999997
388,2018-02-18 12:00:00,5647.355999999991
389,2018-02-18 15:00:00,4544.475333333329
390,2018-02-18 18:00:00,5318.410666666671
391,2018-02-18 21:00:00,6223.464666666671
392,2018-02-19 00:00:00,10780.99533333334
393,2018-02-19 03:00:00,6574.568
394,2018-02-19 06:00:00,6705.22533333333
395,2018-02-19 09:00:00,10448.930666666662
396,2018-02-19 12:00:00,9451.604666666668
397,2018-02-19 15:00:00,9175.780000000008
398,2018-02-19 18:00:00,8345.179333333333
399,2018-02-19 21:00:00,7607.296000000001
400,2018-02-20 00:00:00,7899.0373333333355
401,2018-02-20 03:00:00,4590.069333333334
402,2018-02-20 06:00:00,3644.675999999994
403,2018-02-20 09:00:00,8483.27533333334
404,2018-02-20 12:00:00,7019.097333333328
405,2018-02-20 15:00:00,5835.705333333328
406,2018-02-20 18:00:00,5264.134666666666
407,2018-02-20 21:00:00,5770.8626666666705
408,2018-02-21 00:00:00,7125.920000000002
409,2018-02-21 03:00:00,3016.9806666666673
410,2018-02-21 06:00:00,2409.9093333333326
411,2018-02-21 09:00:00,4961.442666666665
412,2018-02-21 12:00:00,5230.628000000002
413,2018-02-21 15:00:00,6674.649333333333
414,2018-02-21 18:00:00,8236.094666666668
415,2018-02-21 21:00:00,9479.818000000005
416,2018-02-22 00:00:00,8778.59466666667
417,2018-02-22 03:00:00,5322.206666666666
418,2018-02-22 06:00:00,4952.246666666661
419,2018-02-22 09:00:00,9341.882000000007
420,2018-02-22 12:00:00,8870.521333333343
421,2018-02-22 15:00:00,7887.695333333334
422,2018-02-22 18:00:00,8069.907333333333
423,2018-02-22 21:00:00,9681.584000000004
424,2018-02-23 00:00:00,8005.905333333338
425,2018-02-23 03:00:00,4475.830666666669
426,2018-02-23 06:00:00,4532.567999999998
427,2018-02-23 09:00:00,9002.971999999998
428,2018-02-23 12:00:00,8738.08400000001
429,2018-02-23 15:00:00,7577.214666666662
430,2018-02-23 18:00:00,8376.758666666663
431,2018-02-23 21:00:00,9607.523333333342
432,2018-02-24 00:00:00,8724.504000000004
433,2018-02-24 03:00:00,5068.633333333332
434,2018-02-24 06:00:00,4444.31866666667
435,2018-02-24 09:00:00,4804.529999999996
436,2018-02-24 12:00:00,5618.253333333331
437,2018-02-24 15:00:00,5253.781333333333
438,2018-02-24 18:00:00,5712.961333333335
439,2018-02-24 21:00:00,6785.540000000002
440,2018-02-25 00:00:00,8673.746000000006
441,2018-02-25 03:00:00,4781.130333333341
442,2018-02-25 06:00:00,5049.509333333337
443,2018-02-25 09:00:00,5533.285333333338
444,2018-02-25 12:00:00,5065.821333333338
445,2018-02-25 15:00:00,3752.657333333337
446,2018-02-25 18:00:00,3914.871999999999
447,2018-02-25 21:00:00,5775.6746666666695
448,2018-02-26 00:00:00,8816.607999999998
449,2018-02-26 03:00:00,4592.384000000004
450,2018-02-26 06:00:00,4874.056
451,2018-02-26 09:00:00,8980.826000000006
452,2018-02-26 12:00:00,8613.715333333339
453,2018-02-26 15:00:00,8639.314666666663
454,2018-02-26 18:00:00,8561.575333333334
455,2018-02-26 21:00:00,9786.131999999994
456,2018-02-27 00:00:00,9346.054666666667
457,2018-02-27 03:00:00,4465.6693333333415
458,2018-02-27 06:00:00,5024.104000000005
459,2018-02-27 09:00:00,8906.622000000008
460,2018-02-27 12:00:00,9448.285333333339
461,2018-02-27 15:00:00,9892.01733333334
462,2018-02-27 18:00:00,10467.856000000005
463,2018-02-27 21:00:00,11433.92266666667
464,2018-02-28 00:00:00,10342.707999999999
465,2018-02-28 03:00:00,5914.718666666664
466,2018-02-28 06:00:00,5815.728000000004
467,2018-02-28 09:00:00,8359.810666666664
468,2018-02-28 12:00:00,10022.892000000005
469,2018-02-28 15:00:00,8702.776000000005
470,2018-02-28 18:00:00,7674.246666666661
471,2018-02-28 21:00:00,7889.24266666666
472,2018-03-01 00:00:00,7538.85133333333
473,2018-03-01 03:00:00,4825.478666666669
474,2018-03-01 06:00:00,4786.624
475,2018-03-01 09:00:00,5673.756
476,2018-03-01 12:00:00,5829.4506666666675
477,2018-03-01 15:00:00,5744.209333333339
478,2018-03-01 18:00:00,5090.173333333338
479,2018-03-01 21:00:00,6246.408000000006
480,2018-03-02 00:00:00,6020.93066666667
481,2018-03-02 03:00:00,2334.076000000001
482,2018-03-02 06:00:00,3719.449333333336
483,2018-03-02 09:00:00,6021.866666666668
484,2018-03-02 12:00:00,6119.92666666667
485,2018-03-02 15:00:00,6622.896000000002
486,2018-03-02 18:00:00,6289.192666666664
487,2018-03-02 21:00:00,6898.077999999996
488,2018-03-03 00:00:00,6282.46133333333
489,2018-03-03 03:00:00,3650.1133333333346
490,2018-03-03 06:00:00,3257.358666666666
491,2018-03-03 09:00:00,4015.9173333333338
492,2018-03-03 12:00:00,2961.0213333333427
493,2018-03-03 15:00:00,4004.706666666672
494,2018-03-03 18:00:00,6588.3266666666705
495,2018-03-03 21:00:00,6107.164
496,2018-03-04 00:00:00,7020.819999999992
497,2018-03-04 03:00:00,4153.125333333337
498,2018-03-04 06:00:00,3759.736000000004
499,2018-03-04 09:00:00,4817.1999999999925
500,2018-03-04 12:00:00,4755.365333333333
501,2018-03-04 15:00:00,4687.27466666667
502,2018-03-04 18:00:00,3938.2093333333382
503,2018-03-04 21:00:00,5969.3186666666625
504,2018-03-05 00:00:00,7447.247999999992
505,2018-03-05 03:00:00,3609.0839999999944
506,2018-03-05 06:00:00,2360.6760000000017
507,2018-03-05 09:00:00,5043.709333333333
508,2018-03-05 12:00:00,5185.226666666678
509,2018-03-05 15:00:00,3184.049333333342
510,2018-03-05 18:00:00,5045.300000000004
511,2018-03-05 21:00:00,3341.9386666666687
512,2018-03-06 00:00:00,8645.966666666658
513,2018-03-06 03:00:00,7451.687999999989
514,2018-03-06 06:00:00,7229.582666666658
515,2018-03-06 09:00:00,7585.313333333327
516,2018-03-06 12:00:00,8244.20399999999
517,2018-03-06 15:00:00,8415.766666666666
518,2018-03-06 18:00:00,9212.334666666657
519,2018-03-06 21:00:00,9578.495999999994
520,2018-03-07 00:00:00,10190.27466666667
521,2018-03-07 03:00:00,7465.64133333333
522,2018-03-07 06:00:00,7362.761333333327
523,2018-03-07 09:00:00,9412.941333333334
524,2018-03-07 12:00:00,9949.336000000001
525,2018-03-07 15:00:00,10386.28933333333
526,2018-03-07 18:00:00,10623.975999999995
527,2018-03-07 21:00:00,11409.514666666657
528,2018-03-08 00:00:00,10762.680000000002
529,2018-03-08 03:00:00,8534.639999999994
530,2018-03-08 06:00:00,7507.170666666656
531,2018-03-08 09:00:00,10553.797333333334
532,2018-03-08 12:00:00,11550.329333333333
533,2018-03-08 15:00:00,11017.993333333332
534,2018-03-08 18:00:00,11014.926666666663
535,2018-03-08 21:00:00,11870.07066666666
536,2018-03-09 00:00:00,11567.574666666667
537,2018-03-09 03:00:00,8361.970666666659
538,2018-03-09 06:00:00,7431.037333333321
539,2018-03-09 09:00:00,10490.890666666677
540,2018-03-09 12:00:00,10865.85466666667
541,2018-03-09 15:00:00,10966.22666666667
542,2018-03-09 18:00:00,11748.542666666672
543,2018-03-09 21:00:00,11332.484000000006
544,2018-03-10 00:00:00,10655.893333333328
545,2018-03-10 03:00:00,8721.631999999987
546,2018-03-10 06:00:00,8132.257333333326
547,2018-03-10 09:00:00,8701.479999999994
548,2018-03-10 12:00:00,9770.925333333329
549,2018-03-10 15:00:00,8366.771999999999
550,2018-03-10 18:00:00,9740.458666666662
551,2018-03-10 21:00:00,9772.199999999997
552,2018-03-11 00:00:00,9402.934666666666
553,2018-03-11 03:00:00,7204.187999999989
554,2018-03-11 06:00:00,6277.385333333319
555,2018-03-11 09:00:00,7838.953333333328
556,2018-03-11 12:00:00,9204.774666666668
557,2018-03-11 15:00:00,9010.017333333333
558,2018-03-11 18:00:00,8821.36266666666
559,2018-03-11 21:00:00,9940.221333333331
560,2018-03-12 00:00:00,10710.286666666663
561,2018-03-12 03:00:00,8457.045333333333
562,2018-03-12 06:00:00,8489.965333333326
563,2018-03-12 09:00:00,11311.066666666666
564,2018-03-12 12:00:00,12708.87200000001
565,2018-03-12 15:00:00,12709.424000000005
566,2018-03-12 18:00:00,13410.656000000006
567,2018-03-12 21:00:00,13608.850666666658
568,2018-03-13 00:00:00,10481.366666666674
569,2018-03-13 03:00:00,5583.189333333332
570,2018-03-13 06:00:00,4515.4639999999945
571,2018-03-13 09:00:00,9634.17800000001
572,2018-03-13 12:00:00,8324.997333333342
573,2018-03-13 15:00:00,6376.931333333344
574,2018-03-13 18:00:00,6262.2213333333375
575,2018-03-13 21:00:00,10449.019333333334
576,2018-03-14 00:00:00,10391.830666666661
577,2018-03-14 03:00:00,5169.306666666668
578,2018-03-14 06:00:00,4747.487999999994
579,2018-03-14 09:00:00,8012.912000000003
580,2018-03-14 12:00:00,7760.012000000006
581,2018-03-14 15:00:00,6734.330666666669
582,2018-03-14 18:00:00,7380.500000000003
583,2018-03-14 21:00:00,7631.5146666666715
584,2018-03-15 00:00:00,7516.75600000001
585,2018-03-15 03:00:00,1963.9706666666677
586,2018-03-15 06:00:00,2464.9026666666664
587,2018-03-15 09:00:00,4749.1720000000005
588,2018-03-15 12:00:00,4999.026666666675
589,2018-03-15 15:00:00,5471.5960000000105
590,2018-03-15 18:00:00,5340.249333333338
591,2018-03-15 21:00:00,6239.004000000001
592,2018-03-16 00:00:00,7123.190000000007
593,2018-03-16 03:00:00,3261.6126666666687
594,2018-03-16 06:00:00,2068.8773333333343
595,2018-03-16 09:00:00,4806.590666666664
596,2018-03-16 12:00:00,6181.025333333342
597,2018-03-16 15:00:00,4932.760000000012
598,2018-03-16 18:00:00,5137.0013333333445
599,2018-03-16 21:00:00,6967.083999999996
600,2018-03-17 00:00:00,5438.946666666666
601,2018-03-17 03:00:00,1052.7033333333372
602,2018-03-17 06:00:00,2177.979999999999
603,2018-03-17 09:00:00,1879.528666666665
604,2018-03-17 12:00:00,2555.4960000000046
605,2018-03-17 15:00:00,2210.6146666666714
606,2018-03-17 18:00:00,2423.7533333333345
607,2018-03-17 21:00:00,2818.365333333337
